" CD73"	" CD4"	" CXCR5"	" TCF1"	" CD226"	"TIGIT"	" Tox"	" CD127"	" Tim3"	" CD8"	" CD27"	" CTLA-4"	" Ki67"	" CD3"	" Eomes"	" IgG4"	" T-bet"	" PD1"	" CD39"	" CD28"	" dump"	"CD45RA"	" CD38"	" FoxP3"	" CCR7"
"18"	1.14424078876165	1.00084910692994	0.960470051074276	0.5	0.5	0.5	0.5	0.5	0.701754821499726	0.5	0.711538614938079	0.5	0.5	0.5	0.553335714371265	0.5	0.589125490765942	0.552448177513978	0.5	0.535199939103808	0.798335005021646	0.973592466560437	0.589115875823283	1.30361308746352	0.84750924932239
"16"	1.05698307401528	0.959778723425289	0.982599004258719	0.5	0.5	0.5	0.547599959925305	0.5	0.872005562036602	0.5	0.943502750364751	0.5	0.5	0.5	0.577926379680325	0.5	0.637362448161815	0.671160551322806	0.5	0.552235273023822	0.739357089782632	1.13684373561171	0.690824685470299	1.3281672428744	0.937876039534585
"17"	1.14007499076626	0.940563851233206	1.53816318070106	0.5	0.5	0.522555772264387	0.565568424607255	0.503777859679659	0.74248760245945	0.5	0.5	0.5	0.5	0.5	0.707693297036882	0.5	0.769347482647322	0.558400014702941	0.5	0.769382703084101	0.853566381753679	0.933040469233076	0.657666810777247	5.68760783672378	0.960501501868113
"8"	1.37788616216077	1.08107526907741	1.26017133488695	0.5	0.5	0.521739816040412	0.610072060829053	0.574281701794385	0.840287171391216	0.5	0.5	0.5	0.5	0.5	0.690538288115467	0.567178727793309	0.758271263477047	0.555726975402445	0.5	0.694080329743892	0.782701392334447	0.956181071050847	0.946260047312575	5.6874478340228	1.263489178849
"14"	1.55895465630807	1.10633433705082	1.24550230441622	0.5	0.5	0.530307264321896	0.512291236760222	0.54122652309537	0.571149251661959	0.5	0.73842595101976	0.5	0.5	0.5	0.565790296177106	0.5	0.776164537096871	0.558938245268715	0.5	0.5	0.645429673703053	1.03500071322421	0.878903934376584	1.12861836577769	1.4963182730089
"10"	1.91071800673951	1.38356759154576	1.2102004593211	0.5	0.5	0.540573314688798	0.580654493757349	0.541313879071459	0.889459049702711	0.5	0.690550581205789	0.5	0.5	0.5	0.564708834245557	0.5	1.01079801173035	0.601469200774193	0.5	0.5	0.666293947396995	1.23024648359765	0.843117439957175	1.34632354214159	1.38117057181102
"7"	1.84086041403835	1.07729159909623	1.50702790878404	0.5	0.5	0.512709406959801	0.684582418481381	0.694262248776462	1.08794843058834	0.588891418766528	0.975845457386359	0.5	0.566143328304692	0.5	0.741533343537849	0.5	0.829698661119244	0.79523886787605	0.547230228008957	0.636051650974358	0.938086679486007	1.04895012094775	2.19809958392914	5.54864633765306	5.90360907904616
"5"	0.535054806071948	0.922617446104671	0.5	2.30337404293715	1.02996880491937	4.87472061281149	2.38643051610439	4.93481152941604	4.62149313951205	3.63154985587784	1.57382153964	0.627740160232323	0.85591321745894	0.5	0.5	0.5	0.548750675053422	1.17610853612149	0.69888629288765	0.5	0.611656340529223	0.527580447082428	0.85877543419987	2.82340112023958	0.717853528314116
"20"	3.19814975880761	1.47816239963029	2.37373363872933	0.5	0.5	0.574609326849176	0.648271932345454	0.593400764325536	3.44541406556884	0.5	0.950847561850601	0.5	0.5	0.554353765997356	0.729565350884885	0.525409146252809	1.19559984809345	0.769739603954532	0.5	0.690136392774222	0.808490384174772	1.04802156837934	1.08536595846291	5.56235327760634	1.24667944726834
"9"	1.42640728892288	3.09453361311401	5.02366861600608	0.5	0.5	0.5	0.5	0.702921672898512	0.593516753536438	0.539969198898435	1.15903695765154	0.5	0.5	0.604185524947062	0.53153732607324	0.5	0.794352100390369	0.778916801814083	0.575058039254473	0.584211375582629	0.617298955197582	0.961461718158691	1.01093462023681	1.630505860124	2.29305656274867
"4"	5.49692043295064	3.65325725631485	4.6570598976464	0.5	0.5	0.542364798936191	0.712977195799204	0.755886111546641	1.05700884940805	0.682134571310353	0.678006457383475	0.5	0.5	0.5	0.671038921254057	0.513395078211261	0.919209564170417	0.781601525336567	0.679432991057579	0.707772423362435	0.931956077735066	1.36659417859865	2.23119043254739	1.30345462685495	1.32679238856423
"19"	7.90686393507038	6.96547295680895	1.24879669523013	0.5	0.5	0.5	0.531289771047255	0.51420110419654	0.828230235659078	0.5	0.855326053388977	0.5	0.5	0.5	0.526266584167614	0.5	0.754526114650213	0.669501333670073	0.506504944420175	0.582009459014113	0.796149913401888	1.1302232007023	0.919902076876445	4.91342944294145	6.69760603334612
"13"	2.55776705274456	1.76319587837916	2.51744360955365	0.506323287163521	0.5	0.561106970771466	0.622754982832154	0.625557405199591	0.722288140189387	0.5	0.535800348329625	0.5	0.5	0.5	0.518561200413026	0.53476195008216	1.29634431733245	0.690479641125497	0.604559456232899	0.531623964092848	0.666487877165671	1.10110468009374	1.18600878628188	5.20932206154407	2.15585353451802
"11"	1.12508217568019	1.39991768416548	1.16146778597713	0.5	0.5	0.5	0.588576024246909	0.592308136385943	0.850780506325376	0.5	1.15403267863178	0.5	0.5	0.5	0.505667297700323	0.504238122283948	0.83354898495993	0.695872709365902	0.549499388781331	0.604948654401921	0.674949679521764	0.760458690079904	0.763504245805732	1.27320157762688	1.17553384495126
"1"	1.67181379386715	5.80308754388497	0.5	0.5	0.5	0.5	0.5	0.551047463468075	0.819196783055947	0.5	0.716755127067305	0.5	0.5	0.5	0.509100505324688	0.5	0.550227284615216	0.635458662340094	0.5	0.5	0.732891879426479	0.510883690956939	0.753514892533315	5.46155246873234	0.961009800897515
"15"	1.22294075034569	2.25586132943816	0.98811550638345	0.646809064309325	0.5	0.5	0.756308388273184	0.988976366652703	0.906451375134845	0.707706881473954	1.01481174359592	0.5	0.5	0.5	0.613513178480553	0.586561156019897	0.931059096224718	0.702439642478943	0.529014719767457	0.600662695663253	0.878854901545722	0.930003558102626	1.05313835175545	3.10749362076441	1.14813470499041
"6"	0.988795408483943	1.4612812118206	0.959717729555069	0.5	0.5	0.51506634169222	0.5	0.517411019632091	0.80298278946876	0.5	1.08141946958011	0.5	0.5	0.5	0.542212692958287	0.5	0.693377388597491	0.629819264971199	0.545389468093483	0.524917898085801	0.753182289486743	0.608212707663117	0.790937601514652	5.16213796787856	1.26347188991523
"2"	1.33191901838054	5.65947835089548	0.568833287859711	0.685788096266426	0.692708184262934	0.744474865927969	0.618843059633391	0.773426114674508	1.58358060135549	6.05607728890226	0.777232784485	0.930650743385471	0.672734198620365	0.59221221734403	0.700866895927921	0.5	0.683636727718639	1.33935829739095	0.810219192008127	0.519864064596058	0.669118805709807	1.04939446360896	6.39026278994688	1.79910666278134	7.40368048226201
