" CD73"	" TCF1"	" CD226"	"TIGIT"	" CD127"	" CD8"	" FoxP3"	" dump"	" CD39"	" CD28"	" CD3"	" IgG4"	" Eomes"	" CTLA-4"	" Ki67"	" Tox"	" Tim3"	" T-bet"	" PD1"	" CD27"	"CD45RA"	" CD4"	" CXCR5"	" CD38"	" CCR7"
"6"	10	0.0884622055597145	0.198899404214752	-0.10058137293398	0.440225067690192	0.357293298046047	-0.26323929975014	0.243392713039156	0.340463280956096	0.637179873148949	-0.128980215922792	0.139389998116095	-0.0561825452444556	0.025235203305701	0.0873017282406412	0.328844619146627	0.441104749507856	0.869311773423867	-0.0620462941567421	0.680114803891033	0.504067230483893	3.77754779637622	-0.378062073768883	1.48673661607456	2.18661714195844
"4"	9.16981668730616	0.104912633161389	0.172229937332726	-0.157214929584559	0.457719054942217	0.43302760795448	-0.351160509291664	0.136028482890369	0.286472630817954	0.441337353064185	-0.327453039350721	0.0662994015632837	-0.210194286606688	0.0319861736086509	0.0565469999556936	0.313232883535368	0.360518635245529	0.688399797705974	0.305576148593904	-0.463658263041429	1.0938892185587	2.99920761776612	-0.362014007169021	1.57820259710316	2.91985415299726
"7"	8.52833452205323	0.107452184633674	0.256073688722422	0.240729625369481	0.564919009502096	0.482226424285357	-0.338597063846828	0.121624083606702	0.379113026205064	0.588935486506713	0.381133127553725	0.133337250702988	0.0865432424087114	0.040841187696545	0.238399205467479	0.344159412612529	0.419293724594473	0.72670787482814	0.456669767639939	0.886289675889811	1.13477834238835	3.45411287594603	-0.263640361496401	0.906349377588232	0.697559992056495
"8"	8.67740169849137	0.064575918436461	0.0903676592312801	0.117253601781439	0.423622001184118	0.239302739432158	-0.16208739490785	-0.116246239080286	0.203904872504662	0.449776427847979	0.213579338569489	0.0520334004932654	0.188475898924882	-0.0119336472959357	0.0855033530381579	0.322371225339358	0.402657983705567	0.569353621565036	0.134540253845941	0.833173391149932	1.00468872086045	3.12097001409954	-0.319631714064349	0.871326527885741	0.250336990844047
"1"	9.37746680700556	-2.31018666133188	-1.88518225056461	-1.57000414319207	-1.87405043402048	-3.82236025826867	0.484373234572245	1.10099400757014	0.476611366552036	0.390894605185268	-0.914483118033679	0.0950861091858231	-0.185323728057284	-0.807512346243553	-0.79520070984304	-1.13897634918063	-1.0644436067009	-0.433109230252042	-0.433931195145289	-1.95805649076472	3.2289129811538	2.67026471063834	3.94511630224897	1.87019373732659	4.14995784174424
"12"	1.73666604031871	-0.0738580713822732	0.0782026640727045	0.162475666863944	0.413343654880415	0.364844749640278	-0.151499234210691	-0.068753841241735	0.167831856035135	-0.398820382288687	0.279956320192988	-0.0323983557095305	0.312682513100486	-0.0727647831747086	0.174559243310521	-0.158725704355441	-0.0168325100982678	0.322452036698118	0.479917506074594	1.87630795042008	1.7837517359628	0.659832238749049	-0.684789687968461	0.242614875739748	-0.208104397067748
"11"	1.48548573672722	-0.0726059341497972	0.016684364971739	-0.124158002386834	0.421601813296737	0.363709406258964	0.0251019865728252	-0.0787154471119626	-0.163807450746217	-0.44818069327411	-0.0952158857694855	-0.0741142496105674	0.0994909141100626	-0.0715847862300502	0.119461239393839	0.0489422872461469	-0.0254841316939202	0.20555538497146	0.518202629989166	1.44488877529176	1.21168748531304	0.682116934767063	-0.501497053912391	0.128919300035341	0.0999412341046914
"13"	3.42396086592814	-0.0328238710448405	0.145223012289654	0.268524826983031	0.367147897775661	0.404549611610276	-0.178767510497699	0.0422168928784187	0.257549994841534	-0.249656310805481	0.518393989306533	0.060307073067076	0.31927768710093	-0.0446294806903638	0.240715144529018	0.0878590061492731	0.0149933443394872	0.347903465976124	0.468456499583213	2.07686101445958	1.15880013157799	1.09511048792461	-0.659176849156061	0.167883146161267	0.0880525316803095
"3"	1.37948801104128	-0.102162039821326	-0.124595045930153	-0.0684880794000981	0.0385607962005749	0.218993264283477	0.284932409748597	-0.179952313105338	-0.0396044751520697	-0.3517109693654	-0.0956798482066392	-0.0498911498664204	0.325181192833345	-0.0517828290167514	0.0937163353090621	-0.270903425621703	-0.24134807065624	0.259654008503959	0.495321221300948	1.96505125782506	3.39750668720757	0.444101257013528	-0.699233843847729	-0.160268099852099	-0.525212796345899
"2"	4.95507278738078	0.0130217237571424	0.162369692083129	0.162256335851891	0.498415736497421	0.359225674936394	-0.405852669230583	0.0530905928699549	0.266509157219106	0.31741368306239	0.288754436913293	0.0963580249931473	0.129273471022773	-0.00174671853246837	0.259796434744556	0.180255830899835	0.152478618634266	0.788644471483392	0.377440784599893	1.75031839473468	2.90722358702668	1.73944763274186	-0.481426879817542	0.412464149977014	-0.0215899079325435
"5"	-1.01467229372259	-0.0246297694067342	0.168349721128031	0.149401002320104	0.425328333620975	0.498205161734772	-0.412561325732059	-0.0440053604874064	0.250781327467339	-0.411896328269258	-0.449116748299999	-0.0351232661462672	-0.0122106930734518	-0.0477287607268583	0.0407362021279915	0.217909423471053	0.0826469179012627	0.21089740867291	0.636487769850956	0.594462136257555	0.658084831586689	-0.493861525170097	-0.383521675017986	1.41526907029068	2.1937443461395
"9"	0.750200057940622	0.159945072383578	0.0557192301977037	0.0614485868647528	0.360088474106151	0.346804739544613	-0.254885668723487	-0.00689809541633334	0.159181447654918	0.267633401101793	-0.269663276877309	0.0182397112594635	-0.198198882020834	0.0715690962022914	-0.0777764616827566	0.270698952393429	0.285050162919567	-0.242832935797323	0.310584412140632	-0.676793893206915	-1.50107311228401	0.197818684154693	0.726059401786766	1.43462766255937	1.18724776175288
"15"	-2.25702530479467	0.0764355388929667	0.0143355452280778	0.247138890774108	0.311696491691517	0.224022514877062	0.0512046574568044	-0.164800565138062	-0.255400951863507	0.173814804824571	0.304228167986964	-0.0194112082442212	0.0323807893929587	0.0971865569534264	0.228353165251923	-0.0999548945372262	0.221911579325925	-0.243250926048761	0.368351911892526	2.14470905479715	-1.34592458052128	-0.96115601254347	-0.285962559136369	-0.0885537416543258	0.879969271619617
"16"	-2.03788340103643	0.0474544527845103	0.0248677640693721	0.163374195510641	0.279613621666543	0.22039241794173	-0.238846393899734	-0.415649767309494	-0.0439442056114352	0.280483978266068	0.131098666266729	-0.0192925087747052	-0.126056401159922	0.0628023428182815	0.20823002865176	0.233019873801884	0.352147035288546	-0.362949431554899	0.176669605788406	2.03949916147425	-1.76460446652482	-0.67297436093172	-0.194725018813544	0.604633115969881	0.307236405245524
