" CCR7"	" FoxP3"	" CXCR5"	" TCF1"	" CD226"	"TIGIT"	" Tox"	" Tim3"	" CD127"	" CD8"	" CD28"	" dump"	" IgG4"	" CD39"	" CD3"	" CTLA-4"	" Ki67"	" Eomes"	" T-bet"	" PD1"	" CD27"	"CD45RA"	" CD38"	" CD4"	" CD73"
"6"	2.55747025113587	-0.583163499378637	-0.166259341835414	0.0485841842629069	0.109244962873526	-0.0543508277238259	0.200281117205918	0.304102918285047	0.248690675759328	0.196342480493404	0.350200615121201	0.146636093878995	0.0826571196249874	0.1894760214252	-0.0708388158244372	0.0140257059578599	0.048987674171733	-0.0304853146345564	0.501898924550042	-0.034784610380904	0.374666785274673	0.277845402093334	1.22088773312932	5.36827908063007	10
"4"	3.60354868430461	-0.903341231099087	-0.173314236207227	0.0576183045024256	0.0945984096448487	-0.104668967402578	0.219180362516182	0.251605133019702	0.258397932458545	0.237920736646506	0.242672713458987	0.0841289022414823	0.0395259669269705	0.159751605952682	-0.179786311195453	0.0177769250319506	0.032079937291788	-0.113667066479562	0.389686651122782	0.188649738572504	-0.255375812512739	0.603571401771382	1.30537070322843	4.33783549072167	9.20312577780998
"7"	0.536251299713601	-0.699143748011976	-0.227017726477712	0.0590130098097407	0.140643815196514	0.151985199609383	0.212545878493104	0.299679390695142	0.317642240368927	0.264931693116691	0.323717206959813	0.0717170715615979	0.0791141589327865	0.210759823244736	0.209206885749788	0.0226956248038335	0.132055366992153	0.0487643164240201	0.412181309039611	0.28479837862222	0.488679462372189	0.625732243696428	0.765691857001067	4.94630937493839	8.41862231208559
"8"	0.185068639237622	-0.311483155416823	-0.170641107119401	0.0354659191792132	0.0496376907885923	0.0656033384121784	0.200396737217296	0.274892821685444	0.239454682500154	0.131560934328865	0.247303436026809	-0.0662132922964973	0.0310604785606242	0.114270871211477	0.117276176118747	-0.00663559077717572	0.0479960070909663	0.121487257438597	0.322311933216015	0.0779613287437614	0.459136074930091	0.55427834889521	0.691258713100304	4.55274785389947	8.68848680401797
"1"	5.01491511492075	0.765569289903754	3.00583706591303	-1.29289931467895	-1.04678426142683	-1.11914402156766	-0.819025967805111	-1.08363737332867	-1.15805485688525	-2.51531663207882	0.214765478791208	0.653131826111054	0.0565818540308466	0.262193770625758	-0.502050904499975	-0.458691453586306	-0.438477179491455	-0.1195986218587	-0.234968138666186	-0.277297273827988	-1.09972485012449	1.77811424382686	1.20590131804692	3.51842866790374	9.16447195004347
"2"	-0.0273694666239702	-0.946889002418264	-0.496238740348892	0.0071519236032292	0.0891825914602976	0.107521171915525	0.109559592709471	0.114951242739331	0.28068080905584	0.197398224015358	0.174415262460183	0.0306099292829937	0.0572982797387179	0.148726859290885	0.15853977262585	-0.000971224724038157	0.143787791735052	0.0727470718259976	0.456543352840203	0.238996746977663	0.964138878822675	1.60218537622406	0.353801598529872	2.47523178655216	4.62239921885834
"13"	0.100030619949754	-0.233245493546536	-0.564688393607785	-0.0180284075808159	0.0797657155528108	0.167336553499136	0.054422464376181	0.00943451965958856	0.204455914853957	0.222282481758547	-0.137410220896694	0.0244336570200964	0.035969280473071	0.143797833272845	0.28458860801915	-0.0248268391118455	0.13330902119566	0.178915591397607	0.194105864592478	0.306123687213044	1.14477265983372	0.639276323609059	0.137818362420482	1.70846258737337	3.33327953944491
"12"	-0.225545407543704	-0.268359185961271	-0.678161365104906	-0.040567303711157	0.042956019626392	0.107818757177203	-0.0881951970131177	-0.0106390255344616	0.233836771892427	0.200489638916481	-0.218754764643953	-0.0400460211298446	-0.0194843905737469	0.0943913752142917	0.153711738474938	-0.0404928800228972	0.0969606648922994	0.175270150741948	0.186576671928416	0.308583149840062	1.0337814248523	0.983810012741851	0.206812276574573	0.883720981132147	1.53174867075291
"11"	0.0888275972602544	0.0366528481425477	-0.464730330378658	-0.039879549164151	0.00916500453586631	-0.0860527477492744	0.0284262358883482	-0.0161175993109906	0.238374921549421	0.199862674742797	-0.24580330987611	-0.0458777189281778	-0.0447553055778061	-0.0921756356699773	-0.0523049027190139	-0.0398362509490105	0.0666675446934006	0.0560372377991094	0.114965614745387	0.332325313940821	0.796068664486119	0.668355772313051	0.123768663796042	1.01885564553012	1.12682377205832
"3"	-1.1048247463138	0.343187382188695	-0.772116549232519	-0.0561152228240792	-0.0684510699093335	-0.0380859129361805	-0.161157963615212	-0.158815767747335	0.0213293065680291	0.12040768844452	-0.193199787971421	-0.0919033044118474	-0.0300608451926088	-0.0218177223480563	-0.0525591255712589	-0.0288100319692901	0.0525082618328642	0.182177967247174	0.145050289059075	0.353280752791514	1.0831595020112	1.87127062686982	-0.107021272555966	0.817836799189872	0.940086242948624
"5"	2.56956380228113	-0.936998842363057	-0.236496820072816	-0.0135277677941845	0.0924669534459061	0.10034578408295	0.145876926902267	0.0642633652836695	0.24042642373446	0.273696332109013	-0.226270560823445	-0.0255944657843978	-0.0211317221154715	0.140069758113971	-0.246576437851571	-0.0265520628172324	0.023381937480232	-0.00689802282910935	0.117931849928699	0.43473495037472	0.327583675148977	0.363484013629123	1.13743474236083	-0.485449123906018	-0.65742842459559
