" CCR7"	" FoxP3"	" CXCR5"	" TCF1"	" CD226"	"TIGIT"	" Tox"	" Tim3"	" CD127"	" CD8"	" CD28"	" dump"	" IgG4"	" CD39"	" CD3"	" CTLA-4"	" Ki67"	" Eomes"	" T-bet"	" PD1"	" CD27"	"CD45RA"	" CD38"	" CD4"	" CD73"
"6"	1.67593958350652	5.68003103640559	1.55514056406939	0.5	0.5	0.53620756883624	0.549758296757155	0.704320064833091	0.5	0.5	0.5	0.710796110130647	0.5	0.5	0.5	0.5	0.5	0.547511064142746	0.5	0.696746235737573	0.828450886490027	1.00719243502997	0.625410404792398	0.59263794008353	0.5
"4"	1.17663892042413	5.62022754933274	1.48019159578123	0.5	0.5	0.5	0.5	0.739926721806575	0.5	0.5	0.5	0.769393507176183	0.5	0.5	0.5	0.5	0.5	0.522388143699579	0.55183806141391	0.592227701853562	0.924760612894494	1.07574150856378	0.61544984945571	0.718223294647851	0.540596445601489
"7"	6.8774497343769	5.55176209936369	3.74708706561745	0.5	0.5	0.5	0.557735917393616	0.742842565231309	0.5	0.5	0.5	0.750712066786186	0.5	0.5	0.5	0.5	0.5	0.608465749991787	0.54558364342953	0.545961542397126	0.867338385227542	0.722244679070085	0.86539374473214	0.644163257205568	0.609857489969824
"8"	7.1102531517447	5.66899293835957	2.17513971067445	0.5	0.5	0.515525400804849	0.51887620738093	0.719765904451881	0.5	0.5	0.5	0.724749904237028	0.5	0.5	0.5	0.5	0.5	0.5	0.600846256537042	0.652100317300509	0.794476136366817	0.805636676015205	0.793296786912921	0.665718486163815	0.570831435360241
"1"	0.872369802838782	3.35399985387592	0.525673406536664	2.37878435669265	1.09572456119742	5.63228019708672	2.07202027996675	4.67488462615658	4.53576435957025	3.56399658530992	0.53120225707394	0.686369951653137	0.5	0.692081195267929	0.5	0.655849480252534	0.925678449267003	0.5	0.606274149646213	1.15730020102425	1.63130623021756	0.581344506272153	0.993937912862128	0.950159536252587	0.562830016474405
"2"	7.5060231761858	5.49016464390266	4.61520723183691	0.5	0.5	0.5	0.585003742897609	0.920153799815602	0.5	0.5	0.56667759411029	0.788792321534749	0.5	0.5	0.5	0.5	0.5	0.750066317505559	0.5	0.589699225760265	0.563892644275328	0.5	1.18650399891104	1.24109167036079	1.18817664086568
"13"	7.44991244581645	5.41622870009856	3.69649914448685	0.5	0.5	0.5	0.614567262088171	0.991457897648442	0.543930380227317	0.5	0.5	0.852673855255055	0.553386514911193	0.5	0.5	0.5	0.5	1.2166229173879	0.826020832592562	0.612139964439386	0.5	0.850282310074311	1.46850485948076	1.53142589649008	1.55346155220949
"12"	7.26390448727508	5.58912538246031	4.3977542031335	0.5	0.5	0.5	0.557947459127682	1.01606847875593	0.5	0.5	0.535357495816019	0.843167869072634	0.506044373713705	0.5	0.5	0.5	0.5	0.966583968768753	0.774260146997607	0.565340697015235	0.542900909644205	0.562658358556536	1.27888733920331	2.26945619418766	3.31938710649007
"11"	7.36109332007621	5.65720305013675	4.35906590221109	0.5	0.5	0.5	0.642722304591941	1.05476640131326	0.5	0.5	0.517354238731162	0.841159401247552	0.5	0.5	0.5	0.5	0.5	0.72689488565643	0.882158329604353	0.525501478138881	0.629497509967411	0.73347556030722	1.45596756853946	2.14523173268483	4.4665399398258
"3"	7.12878684176735	4.70139166147515	4.51569874862412	0.5	0.5	0.563616606208431	0.835990288739967	1.53526718641137	0.658257305088846	0.5	0.658651121371291	0.812700726480229	0.586674076057229	0.694147931293152	0.5	0.5	0.5	1.24109661692616	0.884900796948416	0.5	0.5	0.5	1.87367693301521	2.33307397981762	5.53621656954303
"5"	1.61523721818202	5.47721273394168	3.14321437113246	0.5	0.5	0.5	0.51397469561328	0.921794002528067	0.5	0.5	0.682723970696138	0.910192134976056	0.5	0.5	0.5	0.5	0.5	0.697371817323343	0.934301532219927	0.501202915252567	0.866583526971494	1.02939072636192	0.653634554429614	3.04283170280825	7.97497521328917
"9"	5.58828760116623	5.44898588133842	0.90491131620281	0.5	0.5	0.56392105898535	0.5	0.763016703485832	0.5	0.5	0.5	0.821425394014711	0.5	0.5	0.5	0.5	0.5	0.544483094347493	0.658953608860671	0.563106383568568	0.946205389930135	0.556863650794097	0.636518577894486	5.13546792167773	8.71379959084926
"10"	2.33597657000035	4.97658231082918	0.933662746276274	0.5	0.5	0.517783344334817	0.516654726960299	0.818003520502486	0.5	0.5	0.557379529552727	0.783370521102661	0.5	0.5	0.5	0.5	0.5	0.526512516547922	0.680417843004231	0.596401531578377	8.89441681443342	0.605442603864304	0.780922718860471	5.41434900702176	3.90054086747555
"15"	6.7105866304207	5.56621844594465	3.4156332145484	0.5	0.5	0.5	0.604826413879143	0.785768628996552	0.5	0.5	0.530215264176613	0.783654909232497	0.5	0.5	0.5	0.5	0.5	0.557366708176737	0.97979348739524	0.536367713607962	0.5	0.579426539015631	3.5318109390654	6.1922798863523	6.55290198388603
"16"	7.20464906975961	5.4481204747036	1.65729156037213	0.5	0.5	0.5	0.522473246304192	0.704807117079711	0.5	0.5	0.5	0.58639358545012	0.5	0.570344932471185	0.5	0.5	0.5	0.5	0.75425091432345	0.622262710213846	0.5	0.5	0.952086274879561	6.13307496826079	6.94946015030284
"14"	7.11183398626337	3.92706797533532	2.78562758976786	0.539582052899497	0.5	0.518972602317284	0.633094531307399	0.997212217256906	0.610789590812467	0.5	0.5	0.777385297763116	0.550450170126803	0.663379572986942	0.5	0.5	0.5	0.507800422459662	0.964740507881623	0.663316309177583	0.512535303520634	0.839171413315494	4.56196634647474	5.8682870360292	7.27951171195252
"17"	7.60156695008894	5.43396315961684	1.26966696559711	0.5	0.5	0.55291151575063	0.652836330731343	0.858511735073135	0.764135221501908	0.718987608053971	0.5	0.749228271974352	0.5	0.738837849317059	0.5	0.5	0.514303413608254	0.598608941275085	0.756794195478211	1.02077081939206	1.60791631184296	0.704936709610326	6.61120824432397	6.57236300162901	6.46773165616976
"20"	7.44055787109749	4.85662435642724	1.02326333237532	0.5	0.5	0.508245743458703	0.593616858977035	0.867681728781037	0.788619983999075	0.618861906891359	0.5	0.705212893399151	0.5	0.687550851978786	0.5	0.5	0.5	0.5	0.787933629062073	0.793707057163099	1.33111076973998	0.560667486125383	4.05334035575293	6.09675735122905	5.53597378237445
"18"	7.26372193518548	4.7978932535155	0.862029142409047	0.5	0.5	0.5	0.559265981467838	0.769838595652126	0.677271426573009	0.578927592131444	0.5	0.725950255189713	0.5	0.595095484711345	0.5	0.5	0.5	0.5	0.645985834487376	0.700151948388549	8.69428194272478	0.5	1.40654507097956	5.86992049996413	4.55712750149252
"19"	6.92065156314829	2.64246394183054	1.03191708349662	0.812956882509249	0.518599210165773	0.756682793822917	0.760203654233055	1.32264277392123	1.07272067222283	0.892670100451713	0.669977026353923	0.77638282074177	0.541961470156315	0.681618018348657	0.5	0.673651492262108	0.652335338556539	0.59662260876879	0.779004616362028	0.715531430687662	6.40065138158576	0.978119850235844	5.05598087706607	5.50440986263671	5.24148921257785
