"CD45RA"	" CXCR5"	" PD1"	" IgG4"	" dump"	" CD8"	" CD127"	" Tox"	" Tim3"	" Eomes"	" TCF1"	" CD38"	" CCR7"	" CTLA-4"	" CD226"	" CD39"	" FoxP3"	" Ki67"	" CD27"	" CD4"	" CD73"	"TIGIT"	" T-bet"	" CD28"	" CD3"
"1"	-1.11484611593275	0.567364034440247	-0.567014116678833	-0.147331031578791	-0.262107365485083	-0.493009877611486	-0.487309912901203	-0.257608737724462	-0.374561103659441	-0.273623793592657	-0.0427558719877794	-1.03239705382133	1.5554022266258	-0.0501570532156848	-0.3010900341948	-0.377038014566502	0.619559299388777	-0.393476338921836	-0.917323647587555	-1.24672809417712	-2.33470347897429	-0.26297984893741	-0.34083547155392	-0.642855055944543	-0.629959110123991
"2"	-1.29493934015339	0.207849296124503	-0.350751980029688	-0.0716131085503164	-0.171521732064725	-0.241034488898457	-0.30106246663076	0.165492706141808	-0.278175594725714	-0.171354239639504	0.10827678035637	0.612360452733358	0.169640992560373	0.0631972155818339	-0.0634634066268509	-0.265155804673411	0.180240922867743	-0.0600444543276133	-0.725429895759046	-0.747882656833279	-1.68327130866432	-0.0765755297592658	-0.258937138036237	-0.376576459669873	-0.301444973860336
"3"	2.75509211181048	-0.605498139864304	0.461353572224992	0.00616969303171233	-0.0992401240034817	0.325342802497337	0.383536104600288	0.00122238291094923	-0.0284234470510438	0.0580145867508191	-0.0603810215412035	0.430267764660268	0.441714478678879	-0.0331886160942405	0.034729311374496	0.175870725640769	-0.216634298503069	0.128404380051695	1.25109861246246	1.35582046992464	3.22114021929678	-0.0971807536036258	0.521118411069176	-0.0470540770200643	-0.180987827368208
"4"	3.82627176392098	4.39791154897844	-0.523323503280984	0.0749292354097153	1.15401223237731	-4.18431781362358	-2.04559496189973	-1.22943799671849	-1.13056955250204	-0.271801123898362	-2.59586684637798	2.07022284554342	4.68592446142974	-0.911581328723032	-2.09781389774144	0.479307148762226	0.459662844234987	-0.888143157223254	-2.30602312204496	2.97130935387195	10.5502788622663	-1.64466677068343	-0.667335387146589	0.462591756502023	-1.04036809979146
"5"	1.09598352895177	-0.442766796468188	0.458326181206649	0.127324520275757	0.12024514357364	0.515086402506953	0.608618666245437	0.312075300992262	0.450688757097087	0.12644689811111	0.101939242139519	0.974390816156729	0.323837408456194	0.0300739994069881	0.260146741153138	0.38485697585024	-0.349380353127127	0.280337523157176	1.29046119015185	3.84839857443201	9.91695479297889	0.23833880071994	0.795782284626511	0.616476071127068	0.398262537116505
"6"	0.743357549711515	-0.483839707467213	0.368413270915342	0.0631708652421243	0.0614677299005282	0.380001204946986	0.192401677116023	-0.0123400108410558	0.0014963720267902	0.356600088612162	-0.055683412492233	-0.0292501191545578	-0.0936394111261023	-0.0223611753960009	0.158397217286459	0.157330241887007	0.111874451082472	0.281797849768016	1.55593778934778	0.450766258973757	1.49200008709078	0.325200529591007	0.23644805796205	0.0140431898345894	0.555797152284918
"7"	-0.953966715044854	0.449696206788389	0.449968178566533	-0.0215831287412016	-0.0107537334914118	0.449781880506354	0.450225258527464	0.249876061410243	0.170548625958035	-0.261195725886405	0.0970170472383245	1.85252372809277	2.67774994912314	0.0363290478107481	0.0658034985019618	0.182967841034648	-0.239306622443231	-0.154867504048953	-0.594749064655476	-0.938696818805477	-2.45885182982651	0.202491364773556	0.0761150496025373	-0.365944764426165	-0.4697094061451
"8"	0.536167277600948	-0.412614995285571	0.285768514455442	0.0831469449519371	0.177932986221886	0.488239569098459	0.506556053209025	0.393078369095277	0.317471468672656	-0.0728831950500917	0.0916606665352386	1.53675181863399	3.41287731559861	0.00154640572426334	0.184262978795096	0.335475972328212	-0.378651355520461	-0.0964443786375537	-0.691629132757918	2.77822581621948	8.12723289004638	-0.13985187789183	0.69919178111501	0.41751212612281	-0.281158029722451
"9"	-1.05937780318745	0.517749749171427	-0.400528083835594	-0.101117585036378	-0.154852770332258	-0.961763828933934	-0.501422993175279	-0.287107888647864	-0.367641791857209	-0.0298270297268597	-0.421593408327542	-0.862692712109982	-0.235681468987523	-0.292248292225424	-0.474107640480509	-0.55433430696386	0.631183090968341	-0.570155536106248	-1.52051000900073	-1.63596663998731	-3.00072303027663	-0.262075325190518	-0.324401718198386	-0.612031857666187	-0.334667149491255
"10"	-1.5244646061645	-0.402544588306531	-0.495546709678369	-0.0925560116677364	-0.18741726766209	-0.634130996565649	-0.32432318003424	-0.337522251604398	-0.2924282737203	-0.140108380957749	-0.00540509876559181	-0.564134716208304	-0.410355898474196	0.0377621172278726	-0.193456552689878	-0.304169438766209	0.605974922115774	-0.0762297866932466	0.984001139636284	-1.0603653862471	-2.61507401079543	-0.210841906051609	-0.395088619063135	-0.529454505675419	-0.308776007074093
